order_value_gbp,restaurant_id,number_of_items,prep_time_seconds,city,type_of_food,day,hour,average_prep_resteraunt,min_prep_restauraunt,max_prep_restauraunt
15.0,323,2,619,London,italian,Monday,22,1343.7142857142858,394,5748
17.4,323,3,1098,London,italian,Wednesday,23,1343.7142857142858,394,5748
31.9,323,4,600,London,italian,Thursday,20,1343.7142857142858,394,5748
32.3,323,4,1002,London,italian,Thursday,20,1343.7142857142858,394,5748
18.9,323,2,2162,London,italian,Thursday,21,1343.7142857142858,394,5748
36.45,323,4,2316,London,italian,Friday,22,1343.7142857142858,394,5748
17.45,323,2,616,London,italian,Saturday,13,1343.7142857142858,394,5748
42.5,323,1,5748,London,italian,Saturday,16,1343.7142857142858,394,5748
15.0,323,2,427,London,italian,Saturday,23,1343.7142857142858,394,5748
46.9,323,7,757,London,italian,Sunday,15,1343.7142857142858,394,5748
23.4,323,3,1066,London,italian,Sunday,18,1343.7142857142858,394,5748
22.45,323,2,2286,London,italian,Sunday,21,1343.7142857142858,394,5748
19.0,323,2,1303,London,italian,Monday,21,1343.7142857142858,394,5748
33.5,323,3,431,London,italian,Tuesday,21,1343.7142857142858,394,5748
0.5,1487,1,86,London,chicken,Monday,21,1169.7297297297298,86,2347
29.8,1487,7,1761,London,chicken,Tuesday,22,1169.7297297297298,86,2347
16.0,1487,6,1368,London,chicken,Saturday,18,1169.7297297297298,86,2347
23.35,1487,9,2115,London,chicken,Sunday,15,1169.7297297297298,86,2347
35.83,1487,11,756,London,chicken,Monday,16,1169.7297297297298,86,2347
17.1,1487,5,1215,London,chicken,Monday,16,1169.7297297297298,86,2347
15.1,1487,6,1657,London,chicken,Monday,16,1169.7297297297298,86,2347
24.45,1487,6,990,London,chicken,Monday,17,1169.7297297297298,86,2347
15.75,1487,10,1359,London,chicken,Wednesday,15,1169.7297297297298,86,2347
18.25,1487,9,730,London,chicken,Thursday,18,1169.7297297297298,86,2347
15.25,1487,11,714,London,chicken,Friday,16,1169.7297297297298,86,2347
16.7,1487,6,1274,London,chicken,Saturday,13,1169.7297297297298,86,2347
24.45,1487,12,995,London,chicken,Saturday,13,1169.7297297297298,86,2347
21.9,1487,10,893,London,chicken,Saturday,17,1169.7297297297298,86,2347
28.75,1487,10,1463,London,chicken,Saturday,20,1169.7297297297298,86,2347
12.8,1487,7,1558,London,chicken,Saturday,21,1169.7297297297298,86,2347
13.4,1487,7,1405,London,chicken,Saturday,22,1169.7297297297298,86,2347
33.7,1487,11,2022,London,chicken,Sunday,19,1169.7297297297298,86,2347
27.99,1487,8,1922,London,chicken,Sunday,19,1169.7297297297298,86,2347
10.1,1487,5,1863,London,chicken,Sunday,19,1169.7297297297298,86,2347
19.95,1487,4,1749,London,chicken,Sunday,19,1169.7297297297298,86,2347
21.5,1487,9,1747,London,chicken,Sunday,19,1169.7297297297298,86,2347
16.4,1487,7,762,London,chicken,Friday,20,1169.7297297297298,86,2347
24.45,1487,8,681,London,chicken,Friday,20,1169.7297297297298,86,2347
21.35,1487,9,1037,London,chicken,Friday,22,1169.7297297297298,86,2347
16.45,1487,8,468,London,chicken,Friday,23,1169.7297297297298,86,2347
26.5,1487,10,1027,London,chicken,Saturday,21,1169.7297297297298,86,2347
10.5,1487,5,2347,London,chicken,Monday,13,1169.7297297297298,86,2347
18.4,1487,9,549,London,chicken,Monday,13,1169.7297297297298,86,2347
9.05,1487,5,554,London,chicken,Monday,13,1169.7297297297298,86,2347
31.85,1487,13,1254,London,chicken,Thursday,14,1169.7297297297298,86,2347
15.85,1487,8,745,London,chicken,Thursday,19,1169.7297297297298,86,2347
23.0,1487,10,1003,London,chicken,Thursday,22,1169.7297297297298,86,2347
21.05,1487,8,272,London,chicken,Friday,16,1169.7297297297298,86,2347
43.95,1487,4,916,London,chicken,Saturday,18,1169.7297297297298,86,2347
15.35,1487,7,1449,London,chicken,Sunday,20,1169.7297297297298,86,2347
15.45,1487,9,574,London,chicken,Tuesday,16,1169.7297297297298,86,2347
20.0,354,2,285,London,dessert,Monday,21,430.55555555555554,142,1581
18.0,354,1,353,London,dessert,Tuesday,19,430.55555555555554,142,1581
20.0,354,2,443,London,dessert,Wednesday,20,430.55555555555554,142,1581
18.0,354,1,240,London,dessert,Thursday,21,430.55555555555554,142,1581
15.4,354,3,659,London,dessert,Friday,22,430.55555555555554,142,1581
20.0,354,2,269,London,dessert,Saturday,13,430.55555555555554,142,1581
18.0,354,1,1581,London,dessert,Saturday,23,430.55555555555554,142,1581
18.0,354,1,424,London,dessert,Sunday,14,430.55555555555554,142,1581
10.0,354,1,351,London,dessert,Sunday,17,430.55555555555554,142,1581
21.5,354,3,500,London,dessert,Sunday,21,430.55555555555554,142,1581
10.0,354,1,142,London,dessert,Sunday,23,430.55555555555554,142,1581
18.0,354,1,325,London,dessert,Monday,20,430.55555555555554,142,1581
17.8,354,3,364,London,dessert,Sunday,16,430.55555555555554,142,1581
18.0,354,1,284,London,dessert,Sunday,19,430.55555555555554,142,1581
23.0,354,3,203,London,dessert,Sunday,21,430.55555555555554,142,1581
38.0,354,3,243,London,dessert,Sunday,22,430.55555555555554,142,1581
20.0,354,2,491,London,dessert,Monday,22,430.55555555555554,142,1581
20.0,354,2,593,London,dessert,Monday,22,430.55555555555554,142,1581
22.1,32,5,1370,London,american,Monday,21,1232.6923076923076,65,2209
16.65,32,3,764,London,american,Saturday,15,1232.6923076923076,65,2209
17.4,32,4,1164,London,american,Friday,23,1232.6923076923076,65,2209
17.15,32,3,1905,London,american,Saturday,22,1232.6923076923076,65,2209
17.0,32,4,65,London,american,Monday,21,1232.6923076923076,65,2209
26.2,32,4,2209,London,american,Tuesday,20,1232.6923076923076,65,2209
17.6,32,3,1228,London,american,Tuesday,21,1232.6923076923076,65,2209
18.7,32,3,989,London,american,Wednesday,21,1232.6923076923076,65,2209
55.15,32,7,1479,London,american,Sunday,17,1232.6923076923076,65,2209
26.05,32,4,570,London,american,Sunday,23,1232.6923076923076,65,2209
20.3,32,3,953,London,american,Tuesday,19,1232.6923076923076,65,2209
15.9,32,3,2152,London,american,Thursday,22,1232.6923076923076,65,2209
49.3,32,7,1177,London,american,Sunday,15,1232.6923076923076,65,2209
15.25,848,3,549,London,pan asian,Monday,21,644.68,234,1972
6.2,848,1,432,London,pan asian,Tuesday,18,644.68,234,1972
15.73,848,3,342,London,pan asian,Tuesday,21,644.68,234,1972
24.35,848,5,849,London,pan asian,Wednesday,21,644.68,234,1972
36.29,848,6,542,London,pan asian,Thursday,13,644.68,234,1972
15.58,848,4,442,London,pan asian,Thursday,14,644.68,234,1972
11.5,848,3,523,London,pan asian,Thursday,20,644.68,234,1972
35.96,848,7,628,London,pan asian,Saturday,15,644.68,234,1972
27.23,848,5,653,London,pan asian,Saturday,18,644.68,234,1972
27.46,848,5,387,London,pan asian,Saturday,20,644.68,234,1972
19.33,848,4,493,London,pan asian,Saturday,21,644.68,234,1972
18.35,848,4,377,London,pan asian,Saturday,23,644.68,234,1972
27.85,848,5,762,London,pan asian,Sunday,19,644.68,234,1972
22.18,848,4,453,London,pan asian,Sunday,19,644.68,234,1972
24.53,848,4,629,London,pan asian,Monday,20,644.68,234,1972
14.08,848,3,839,London,pan asian,Monday,21,644.68,234,1972
33.17,848,5,493,London,pan asian,Tuesday,20,644.68,234,1972
21.43,848,3,473,London,pan asian,Tuesday,21,644.68,234,1972
16.39,848,3,234,London,pan asian,Tuesday,22,644.68,234,1972
16.7,848,3,806,London,pan asian,Wednesday,13,644.68,234,1972
22.0,848,4,525,London,pan asian,Wednesday,19,644.68,234,1972
20.04,848,4,363,London,pan asian,Thursday,20,644.68,234,1972
26.09,848,5,659,London,pan asian,Thursday,20,644.68,234,1972
18.14,848,3,586,London,pan asian,Friday,15,644.68,234,1972
21.74,848,4,478,London,pan asian,Friday,18,644.68,234,1972
65.03,848,13,804,London,pan asian,Friday,19,644.68,234,1972
28.19,848,6,1087,London,pan asian,Friday,21,644.68,234,1972
31.99,848,6,679,London,pan asian,Friday,22,644.68,234,1972
23.54,848,5,580,London,pan asian,Friday,22,644.68,234,1972
18.39,848,3,585,London,pan asian,Saturday,18,644.68,234,1972
21.42,848,5,448,London,pan asian,Saturday,18,644.68,234,1972
19.5,848,4,434,London,pan asian,Saturday,22,644.68,234,1972
17.14,848,3,312,London,pan asian,Sunday,19,644.68,234,1972
17.39,848,2,563,London,pan asian,Sunday,20,644.68,234,1972
15.6,848,3,689,London,pan asian,Sunday,21,644.68,234,1972
21.99,848,5,852,London,pan asian,Sunday,21,644.68,234,1972
20.38,848,3,1972,London,pan asian,Tuesday,19,644.68,234,1972
16.44,848,3,792,London,pan asian,Tuesday,19,644.68,234,1972
24.84,848,5,865,London,pan asian,Tuesday,23,644.68,234,1972
21.79,848,3,848,London,pan asian,Tuesday,23,644.68,234,1972
38.19,848,5,363,London,pan asian,Tuesday,23,644.68,234,1972
18.24,848,3,726,London,pan asian,Wednesday,15,644.68,234,1972
18.19,848,3,543,London,pan asian,Wednesday,20,644.68,234,1972
18.15,848,2,639,London,pan asian,Wednesday,22,644.68,234,1972
15.19,848,4,548,London,pan asian,Wednesday,22,644.68,234,1972
20.82,848,5,584,London,pan asian,Thursday,13,644.68,234,1972
20.19,848,4,384,London,pan asian,Friday,20,644.68,234,1972
20.53,848,4,416,London,pan asian,Friday,20,644.68,234,1972
17.15,848,4,360,London,pan asian,Friday,20,644.68,234,1972
33.15,848,5,868,London,pan asian,Friday,22,644.68,234,1972
25.03,848,4,790,London,pan asian,Saturday,14,644.68,234,1972
21.6,848,3,928,London,pan asian,Saturday,14,644.68,234,1972
19.53,848,4,544,London,pan asian,Saturday,15,644.68,234,1972
20.7,848,4,1121,London,pan asian,Saturday,18,644.68,234,1972
16.09,848,3,681,London,pan asian,Saturday,18,644.68,234,1972
33.04,848,6,478,London,pan asian,Saturday,19,644.68,234,1972
18.84,848,4,447,London,pan asian,Saturday,19,644.68,234,1972
14.7,848,4,341,London,pan asian,Saturday,21,644.68,234,1972
34.65,848,6,543,London,pan asian,Saturday,21,644.68,234,1972
16.68,848,4,377,London,pan asian,Sunday,17,644.68,234,1972
24.99,848,6,495,London,pan asian,Sunday,18,644.68,234,1972
29.79,848,5,727,London,pan asian,Sunday,18,644.68,234,1972
26.23,848,6,327,London,pan asian,Sunday,20,644.68,234,1972
15.85,848,4,517,London,pan asian,Sunday,22,644.68,234,1972
16.99,848,3,609,London,pan asian,Monday,13,644.68,234,1972
41.23,848,9,1388,London,pan asian,Monday,20,644.68,234,1972
19.24,848,4,980,London,pan asian,Monday,21,644.68,234,1972
16.09,848,3,643,London,pan asian,Tuesday,19,644.68,234,1972
18.73,848,2,583,London,pan asian,Tuesday,20,644.68,234,1972
18.24,848,3,483,London,pan asian,Tuesday,21,644.68,234,1972
18.74,848,4,589,London,pan asian,Wednesday,17,644.68,234,1972
15.15,848,4,796,London,pan asian,Wednesday,21,644.68,234,1972
17.68,848,3,655,London,pan asian,Wednesday,22,644.68,234,1972
23.39,848,5,329,London,pan asian,Wednesday,23,644.68,234,1972
18.5,848,5,511,London,pan asian,Thursday,17,644.68,234,1972
15.0,848,3,483,London,pan asian,Thursday,20,644.68,234,1972
22.4,848,4,312,London,pan asian,Thursday,20,644.68,234,1972
18.2,848,4,747,London,pan asian,Thursday,21,644.68,234,1972
17.89,848,4,417,London,pan asian,Friday,18,644.68,234,1972
16.9,848,3,1007,London,pan asian,Friday,19,644.68,234,1972
15.0,848,3,476,London,pan asian,Friday,19,644.68,234,1972
21.54,848,4,379,London,pan asian,Friday,20,644.68,234,1972
37.59,848,8,813,London,pan asian,Friday,21,644.68,234,1972
18.29,848,4,651,London,pan asian,Friday,21,644.68,234,1972
13.58,848,3,1410,London,pan asian,Saturday,19,644.68,234,1972
34.32,848,6,1055,London,pan asian,Saturday,21,644.68,234,1972
17.73,848,4,559,London,pan asian,Saturday,22,644.68,234,1972
22.42,848,4,447,London,pan asian,Sunday,16,644.68,234,1972
13.3,848,3,1201,London,pan asian,Sunday,19,644.68,234,1972
67.45,848,10,1057,London,pan asian,Sunday,20,644.68,234,1972
21.74,848,4,1105,London,pan asian,Sunday,20,644.68,234,1972
6.5,848,1,563,London,pan asian,Sunday,20,644.68,234,1972
29.82,848,6,891,London,pan asian,Sunday,22,644.68,234,1972
20.4,848,4,453,London,pan asian,Sunday,23,644.68,234,1972
15.15,848,4,555,London,pan asian,Monday,20,644.68,234,1972
18.75,848,3,710,London,pan asian,Monday,21,644.68,234,1972
19.33,848,4,910,London,pan asian,Tuesday,19,644.68,234,1972
13.68,848,3,373,London,pan asian,Tuesday,20,644.68,234,1972
17.84,848,4,483,London,pan asian,Tuesday,20,644.68,234,1972
17.0,848,3,1071,London,pan asian,Tuesday,21,644.68,234,1972
27.85,10,5,1452,London,lebanese,Monday,21,1710.9166666666667,294,8088
18.0,10,1,631,London,lebanese,Tuesday,22,1710.9166666666667,294,8088
15.25,10,3,1189,London,lebanese,Saturday,15,1710.9166666666667,294,8088
27.7,10,6,1195,London,lebanese,Saturday,21,1710.9166666666667,294,8088
22.85,10,4,1153,London,lebanese,Sunday,19,1710.9166666666667,294,8088
21.4,10,3,294,London,lebanese,Monday,21,1710.9166666666667,294,8088
17.95,10,3,1652,London,lebanese,Thursday,22,1710.9166666666667,294,8088
17.75,10,3,1208,London,lebanese,Saturday,20,1710.9166666666667,294,8088
25.0,10,3,8088,London,lebanese,Sunday,19,1710.9166666666667,294,8088
39.6,10,7,1241,London,lebanese,Thursday,20,1710.9166666666667,294,8088
29.6,10,6,1227,London,lebanese,Monday,19,1710.9166666666667,294,8088
28.65,10,3,1201,London,lebanese,Tuesday,20,1710.9166666666667,294,8088
45.8,829,8,1618,London,indian,Monday,21,1246.4,1068,1618
40.55,829,9,1229,London,indian,Friday,21,1246.4,1068,1618
41.9,829,6,1164,London,indian,Saturday,20,1246.4,1068,1618
15.45,829,5,1068,London,indian,Sunday,21,1246.4,1068,1618
25.6,829,5,1153,London,indian,Monday,22,1246.4,1068,1618
34.1,1017,4,379,London,spanish,Monday,21,1503.2051282051282,339,8343
25.0,1017,1,2421,London,spanish,Tuesday,20,1503.2051282051282,339,8343
20.1,1017,4,1209,London,spanish,Wednesday,19,1503.2051282051282,339,8343
22.2,1017,4,735,London,spanish,Wednesday,21,1503.2051282051282,339,8343
45.4,1017,4,1082,London,spanish,Thursday,19,1503.2051282051282,339,8343
67.2,1017,7,2382,London,spanish,Friday,19,1503.2051282051282,339,8343
30.2,1017,2,2342,London,spanish,Sunday,21,1503.2051282051282,339,8343
52.65,1017,11,916,London,spanish,Monday,19,1503.2051282051282,339,8343
97.3,1017,15,8343,London,spanish,Friday,16,1503.2051282051282,339,8343
30.6,1017,3,642,London,spanish,Friday,20,1503.2051282051282,339,8343
21.6,1017,4,699,London,spanish,Friday,21,1503.2051282051282,339,8343
16.8,1017,4,557,London,spanish,Saturday,13,1503.2051282051282,339,8343
33.65,1017,4,2536,London,spanish,Saturday,15,1503.2051282051282,339,8343
38.8,1017,7,1847,London,spanish,Saturday,20,1503.2051282051282,339,8343
25.0,1017,1,2285,London,spanish,Monday,22,1503.2051282051282,339,8343
29.8,1017,6,1470,London,spanish,Tuesday,22,1503.2051282051282,339,8343
73.7,1017,10,2194,London,spanish,Wednesday,15,1503.2051282051282,339,8343
34.6,1017,6,1296,London,spanish,Wednesday,21,1503.2051282051282,339,8343
18.6,1017,4,339,London,spanish,Wednesday,22,1503.2051282051282,339,8343
15.7,1017,3,457,London,spanish,Thursday,22,1503.2051282051282,339,8343
26.4,1017,5,690,London,spanish,Thursday,22,1503.2051282051282,339,8343
26.5,1017,2,2193,London,spanish,Friday,21,1503.2051282051282,339,8343
20.4,1017,3,645,London,spanish,Friday,22,1503.2051282051282,339,8343
53.05,1017,11,922,London,spanish,Friday,22,1503.2051282051282,339,8343
25.6,1017,5,782,London,spanish,Friday,23,1503.2051282051282,339,8343
25.0,1017,1,1878,London,spanish,Sunday,22,1503.2051282051282,339,8343
17.25,1017,3,817,London,spanish,Monday,19,1503.2051282051282,339,8343
34.1,1017,4,751,London,spanish,Wednesday,21,1503.2051282051282,339,8343
39.55,1017,6,888,London,spanish,Thursday,21,1503.2051282051282,339,8343
34.6,1017,6,1555,London,spanish,Friday,21,1503.2051282051282,339,8343
15.3,1017,3,586,London,spanish,Saturday,22,1503.2051282051282,339,8343
76.7,1017,11,2117,London,spanish,Sunday,16,1503.2051282051282,339,8343
15.3,1017,2,665,London,spanish,Sunday,19,1503.2051282051282,339,8343
20.1,1017,4,609,London,spanish,Sunday,20,1503.2051282051282,339,8343
16.9,1017,4,870,London,spanish,Sunday,21,1503.2051282051282,339,8343
35.1,1017,3,2031,London,spanish,Monday,20,1503.2051282051282,339,8343
29.8,1017,5,1355,London,spanish,Monday,21,1503.2051282051282,339,8343
52.9,1017,7,2360,London,spanish,Monday,22,1503.2051282051282,339,8343
44.4,1017,9,2780,London,spanish,Tuesday,21,1503.2051282051282,339,8343
28.5,2696,3,176,London,pizza,Monday,21,1252.4166666666667,176,2980
18.2,2696,3,1648,London,pizza,Tuesday,15,1252.4166666666667,176,2980
23.7,2696,3,2784,London,pizza,Thursday,13,1252.4166666666667,176,2980
17.5,2696,3,1166,London,pizza,Friday,19,1252.4166666666667,176,2980
38.5,2696,4,1163,London,pizza,Saturday,21,1252.4166666666667,176,2980
36.0,2696,3,1006,London,pizza,Saturday,21,1252.4166666666667,176,2980
41.0,2696,4,774,London,pizza,Saturday,21,1252.4166666666667,176,2980
83.7,2696,8,1342,London,pizza,Sunday,17,1252.4166666666667,176,2980
16.5,2696,2,1671,London,pizza,Monday,16,1252.4166666666667,176,2980
27.5,2696,3,2293,London,pizza,Monday,17,1252.4166666666667,176,2980
27.6,2696,5,2851,London,pizza,Friday,12,1252.4166666666667,176,2980
23.0,2696,2,1187,London,pizza,Saturday,15,1252.4166666666667,176,2980
19.0,2696,2,1121,London,pizza,Saturday,20,1252.4166666666667,176,2980
29.0,2696,3,850,London,pizza,Saturday,21,1252.4166666666667,176,2980
16.0,2696,2,412,London,pizza,Saturday,21,1252.4166666666667,176,2980
21.5,2696,3,701,London,pizza,Sunday,17,1252.4166666666667,176,2980
27.7,2696,3,478,London,pizza,Sunday,17,1252.4166666666667,176,2980
25.0,2696,2,271,London,pizza,Sunday,21,1252.4166666666667,176,2980
43.5,2696,4,1690,London,pizza,Friday,22,1252.4166666666667,176,2980
45.7,2696,7,2980,London,pizza,Sunday,19,1252.4166666666667,176,2980
17.0,2696,2,822,London,pizza,Sunday,20,1252.4166666666667,176,2980
34.0,2696,3,1364,London,pizza,Sunday,20,1252.4166666666667,176,2980
16.5,2696,2,287,London,pizza,Wednesday,20,1252.4166666666667,176,2980
28.0,2696,3,1021,London,pizza,Thursday,22,1252.4166666666667,176,2980
18.65,200,4,1796,London,indian,Monday,22,1720.0,1016,2768
28.85,200,3,2768,London,indian,Tuesday,21,1720.0,1016,2768
16.8,200,3,1660,London,indian,Friday,19,1720.0,1016,2768
43.3,200,7,1200,London,indian,Saturday,23,1720.0,1016,2768
29.4,200,5,1016,London,indian,Monday,22,1720.0,1016,2768
39.35,200,6,1501,London,indian,Tuesday,22,1720.0,1016,2768
35.3,200,3,2202,London,indian,Tuesday,20,1720.0,1016,2768
17.4,200,3,1596,London,indian,Tuesday,23,1720.0,1016,2768
33.8,200,6,1741,London,indian,Saturday,23,1720.0,1016,2768
15.9,2264,2,774,Birmingham,pan asian,Monday,22,719.875,503,985
25.5,2264,5,835,Birmingham,pan asian,Thursday,19,719.875,503,985
16.85,2264,2,503,Birmingham,pan asian,Thursday,21,719.875,503,985
19.45,2264,2,578,Birmingham,pan asian,Wednesday,19,719.875,503,985
16.9,2264,2,691,Birmingham,pan asian,Friday,17,719.875,503,985
22.3,2264,4,985,Birmingham,pan asian,Sunday,18,719.875,503,985
7.75,2264,1,795,Birmingham,pan asian,Tuesday,13,719.875,503,985
7.95,2264,1,598,Birmingham,pan asian,Saturday,19,719.875,503,985
15.0,861,3,448,London,mediterranean,Monday,22,1047.7826086956522,448,6149
23.5,861,4,586,London,mediterranean,Friday,20,1047.7826086956522,448,6149
22.0,861,3,1188,London,mediterranean,Saturday,21,1047.7826086956522,448,6149
32.0,861,3,659,London,mediterranean,Saturday,22,1047.7826086956522,448,6149
16.25,861,2,1435,London,mediterranean,Sunday,19,1047.7826086956522,448,6149
24.0,861,2,566,London,mediterranean,Sunday,21,1047.7826086956522,448,6149
16.75,861,2,836,London,mediterranean,Sunday,22,1047.7826086956522,448,6149
22.45,861,3,1048,London,mediterranean,Monday,19,1047.7826086956522,448,6149
19.95,861,3,746,London,mediterranean,Tuesday,20,1047.7826086956522,448,6149
32.0,861,3,766,London,mediterranean,Tuesday,21,1047.7826086956522,448,6149
18.45,861,2,776,London,mediterranean,Tuesday,22,1047.7826086956522,448,6149
20.95,861,3,871,London,mediterranean,Thursday,21,1047.7826086956522,448,6149
23.95,861,4,676,London,mediterranean,Friday,21,1047.7826086956522,448,6149
33.0,861,4,831,London,mediterranean,Friday,23,1047.7826086956522,448,6149
24.5,861,4,721,London,mediterranean,Saturday,19,1047.7826086956522,448,6149
16.75,861,4,595,London,mediterranean,Saturday,20,1047.7826086956522,448,6149
37.5,861,4,654,London,mediterranean,Saturday,22,1047.7826086956522,448,6149
36.0,861,3,1386,London,mediterranean,Sunday,19,1047.7826086956522,448,6149
20.0,861,2,801,London,mediterranean,Sunday,21,1047.7826086956522,448,6149
16.5,861,3,1138,London,mediterranean,Sunday,21,1047.7826086956522,448,6149
16.5,861,3,693,London,mediterranean,Tuesday,19,1047.7826086956522,448,6149
19.95,861,3,690,London,mediterranean,Tuesday,20,1047.7826086956522,448,6149
40.45,861,6,670,London,mediterranean,Tuesday,21,1047.7826086956522,448,6149
